"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDEX_TYPE","COICOP_1999","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2017","2017-Q1","2017-M01","2017-M02","2017-M03","2017-Q2","2017-M04","2017-M05","2017-M06","2017-Q3","2017-M07","2017-M08","2017-M09","2017-Q4","2017-M10","2017-M11","2017-M12","2018","2018-Q1","2018-M01","2018-M02","2018-M03","2018-Q2","2018-M04","2018-M05","2018-M06","2018-Q3","2018-M07","2018-M08","2018-M09","2018-Q4","2018-M10","2018-M11","2018-M12","2019","2019-Q1","2019-M01","2019-M02","2019-M03","2019-Q2","2019-M04","2019-M05","2019-M06","2019-Q3","2019-M07","2019-M08","2019-M09","2019-Q4","2019-M10","2019-M11","2019-M12","2020","2020-Q1","2020-M01","2020-M02","2020-M03","2020-Q2","2020-M04","2020-M05","2020-M06","2020-Q3","2020-M07","2020-M08","2020-M09","2020-Q4","2020-M10","2020-M11","2020-M12","2021","2021-Q1","2021-M01","2021-M02","2021-M03","2021-Q2","2021-M04","2021-M05","2021-M06","2021-Q3","2021-M07","2021-M08","2021-M09","2021-Q4","2021-M10","2021-M11","2021-M12","2022","2022-Q1","2022-M01","2022-M02","2022-M03","2022-Q2","2022-M04","2022-M05","2022-M06","2022-Q3","2022-M07","2022-M08","2022-M09","2022-Q4","2022-M10","2022-M11","2022-M12","2023","2023-Q1","2023-M01","2023-M02","2023-M03","2023-Q2","2023-M04","2023-M05","2023-M06","2023-Q3","2023-M07","2023-M08","2023-M09","2023-Q4","2023-M10","2023-M11","2023-M12","2024","2024-Q1","2024-M01","2024-M02","2024-M03","2024-Q2","2024-M04","2024-M05","2024-M06","2024-Q3","2024-M07","2024-M08","2024-M09","2024-Q4","2024-M10","2024-M11","2024-M12","2025","2025-Q1","2025-M01","2025-M02","2025-M03","2025-Q2","2025-M04","2025-M05","2025-M06","2025-Q3","2025-M07","2025-M08","2025-M09","2025-Q4","2025-M10","2025-M11","2025-M12"
"IMF.STA:CPI(5.0.0)","EGY.CPI.CP08.WGT_PT.M","OBS_VALUE","Egypt, Arab Republic of","Consumer price index (CPI)","Communication","Weight, Percent","Monthly","Units","","","2.320976790232098","2.320976790232098","2.320976790232098","","2.320976790232098","2.320976790232098","2.320976790232098","","2.320976790232098","2.320976790232098","2.320976790232098","","2.320976790232098","2.320976790232098","2.320976790232098","","","2.320976790232098","2.320976790232098","2.320976790232098","","2.320976790232098","2.320976790232098","2.320976790232098","","2.320976790232098","2.320976790232098","2.320976790232098","","2.320976790232098","2.320976790232098","2.320976790232098","","","2.320976790232098","2.320976790232098","2.320976790232098","","2.320976790232098","2.320976790232098","2.320976790232098","","2.320976790232098","2.320976790232098","2.320976790232098","","2.320976790232098","2.320976790232098","2.320976790232098","","","2.320976790232098","2.320976790232098","2.320976790232098","","2.320976790232098","2.320976790232098","2.320976790232098","","2.320976790232098","2.320976790232098","2.320976790232098","","2.320976790232098","2.320976790232098","2.320976790232098","","","2.320976790232098","2.320976790232098","2.320976790232098","","2.320976790232098","2.320976790232098","2.320976790232098","","2.320976790232098","2.320976790232098","2.320976790232098","","2.320976790232098","2.320976790232098","2.320976790232098","","","2.320976790232098","2.320976790232098","2.320976790232098","","2.320976790232098","2.320976790232098","2.320976790232098","","2.320976790232098","2.320976790232098","2.320976790232098","","2.320976790232098","2.320976790232098","2.320976790232098","","","2.320976790232098","2.320976790232098","2.320976790232098","","2.320976790232098","2.320976790232098","2.320976790232098","","2.320976790232098","2.320976790232098","2.320976790232098","","2.320976790232098","2.320976790232098","2.320976790232098","","","2.320976790232098","2.320976790232098","2.320976790232098","","2.320976790232098","2.320976790232098","2.320976790232098","","2.320976790232098","2.320976790232098","2.320976790232098","","2.320976790232098","2.320976790232098","2.320976790232098","","","2.320976790232098","2.320976790232098","2.320976790232098","","2.320976790232098","2.320976790232098","2.320976790232098","","2.32023202320232","2.32023202320232","2.320976790232098","","2.320976790232098","",""
"IMF.STA:CPI(5.0.0)","EGY.CPI.CP10.POP_PCH_PA_PT.M","OBS_VALUE","Egypt, Arab Republic of","Consumer price index (CPI)","Education","Period average, Period-over-period percent change","Monthly","Units","","","0","0","0","","0","0","0","","0","0","0","","19.57840537718092","-0.0000004656071391459327","0","","","0","0","0","","0.00002038607202313274","0.00002038606831117913","0","","0","0","0","","14.65492614631375","0","0","","","0","0","0","","0","0","0","","0","0","-0.1339101244645025","","21.99835511847179","0","0","","","0","0","0","","0","0","0","","0","0","0","","19.97375680619329","-0.01906154976551506","0","","","0","0","0.02239877243450677","","0","0","0","","0","0","0","","12.71523178807947","0","0","","","0","0","0","","0","0","0","","0","0","0","","11.33960047003525","0","0","","","0","0","0","","0","0","0","","0","0","0","","0","0","0","","","0","18.36411609498681","0","","0","0","0","","0","0","0","","0","0","0","","","0","11.14578689255461","0","","0","0","0","","0","0","0","","0.01220016652827918","",""
"IMF.STA:CPI(5.0.0)","EGY.CPI.CP08.WGT.M","OBS_VALUE","Egypt, Arab Republic of","Consumer price index (CPI)","Communication","Weight","Monthly","Units","","","2.321","2.321","2.321","","2.321","2.321","2.321","","2.321","2.321","2.321","","2.321","2.321","2.321","","","2.321","2.321","2.321","","2.321","2.321","2.321","","2.321","2.321","2.321","","2.321","2.321","2.321","","","2.321","2.321","2.321","","2.321","2.321","2.321","","2.321","2.321","2.321","","2.321","2.321","2.321","","","2.321","2.321","2.321","","2.321","2.321","2.321","","2.321","2.321","2.321","","2.321","2.321","2.321","","","2.321","2.321","2.321","","2.321","2.321","2.321","","2.321","2.321","2.321","","2.321","2.321","2.321","","","2.321","2.321","2.321","","2.321","2.321","2.321","","2.321","2.321","2.321","","2.321","2.321","2.321","","","2.321","2.321","2.321","","2.321","2.321","2.321","","2.321","2.321","2.321","","2.321","2.321","2.321","","","2.321","2.321","2.321","","2.321","2.321","2.321","","2.321","2.321","2.321","","2.321","2.321","2.321","","","2.321","2.321","2.321","","2.321","2.321","2.321","","2.32","2.32","2.321","","2.321","",""
"IMF.STA:CPI(5.0.0)","EGY.CPI.CP03.WGT_PT.M","OBS_VALUE","Egypt, Arab Republic of","Consumer price index (CPI)","Clothing and footwear","Weight, Percent","Monthly","Units","","","4.670953290467095","4.670953290467095","4.670953290467095","","4.670953290467095","4.670953290467095","4.670953290467095","","4.670953290467095","4.670953290467095","4.670953290467095","","4.670953290467095","4.670953290467095","4.670953290467095","","","4.670953290467095","4.670953290467095","4.670953290467095","","4.670953290467095","4.670953290467095","4.670953290467095","","4.670953290467095","4.670953290467095","4.670953290467095","","4.670953290467095","4.670953290467095","4.670953290467095","","","4.670953290467095","4.670953290467095","4.670953290467095","","4.670953290467095","4.670953290467095","4.670953290467095","","4.670953290467095","4.670953290467095","4.670953290467095","","4.670953290467095","4.670953290467095","4.670953290467095","","","4.670953290467095","4.670953290467095","4.670953290467095","","4.670953290467095","4.670953290467095","4.670953290467095","","4.670953290467095","4.670953290467095","4.670953290467095","","4.670953290467095","4.670953290467095","4.670953290467095","","","4.670953290467095","4.670953290467095","4.670953290467095","","4.670953290467095","4.670953290467095","4.670953290467095","","4.670953290467095","4.670953290467095","4.670953290467095","","4.670953290467095","4.670953290467095","4.670953290467095","","","4.670953290467095","4.670953290467095","4.670953290467095","","4.670953290467095","4.670953290467095","4.670953290467095","","4.670953290467095","4.670953290467095","4.670953290467095","","4.670953290467095","4.670953290467095","4.670953290467095","","","4.670953290467095","4.670953290467095","4.670953290467095","","4.670953290467095","4.670953290467095","4.670953290467095","","4.670953290467095","4.670953290467095","4.670953290467095","","4.670953290467095","4.670953290467095","4.670953290467095","","","4.670953290467095","4.670953290467095","4.670953290467095","","4.670953290467095","4.670953290467095","4.670953290467095","","4.670953290467095","4.670953290467095","4.670953290467095","","4.670953290467095","4.670953290467095","4.670953290467095","","","4.670953290467095","4.670953290467095","4.670953290467095","","4.670953290467095","4.670953290467095","4.670953290467095","","4.67046704670467","4.67046704670467","4.670953290467095","","4.670953290467095","",""
"IMF.STA:CPI(5.0.0)","EGY.CPI.CP03.YOY_PCH_PA_PT.M","OBS_VALUE","Egypt, Arab Republic of","Consumer price index (CPI)","Clothing and footwear","Period average, Year-over-year (YOY) percent change","Monthly","Units","","","19.84640907783067","23.36455031379267","23.36455031379267","","19.12613353007566","19.12613353007566","29.69267853054182","","30.17304169869339","30.17304169869339","25.01758816283741","","25.01758816283741","26.32093731286365","26.32093731286365","","","26.32093731286365","21.70582743596911","21.70582743596911","","27.31220597433799","27.66072171522903","14.89525297899806","","15.52760848852321","14.62299289920544","14.94156825034506","","15.86374632132537","6.516755433059642","7.573590689836569","","","7.598311834236649","9.90894964473259","9.92760230870271","","7.822815948927039","8.685180515642817","8.430999303824772","","7.04360111824752","6.920863390398667","6.56387164158003","","6.053502555248435","5.467324595552325","3.89540831919008","","","4.041950479940307","3.704798138017755","3.612938255451481","","1.650377597148914","1.136373232610083","2.398981170092481","","1.560847910812058","1.985272457073731","2.265201372354263","","3.597078254482252","2.489377893686556","1.771329308064924","","","1.429944077657334","2.610088761187494","2.382731762585605","","3.154676188325824","4.010787895328285","1.745009068747137","","2.41043098536194","2.812168419267045","1.831279635660243","","0.5747770176320742","1.27457208769759","2.701959678598643","","","3.440510168367052","4.234809647768069","4.446546830652791","","7.08955223880597","7.451701931922723","8.948339483394834","","9.96309963099631","11.17266851338873","13.30232558139535","","15.38461538461538","15.04102096627165","16.46951774340309","","","18.19004524886878","20.09049773755656","21.3768115942029","","20.29616724738676","21.06164383561644","20.9991532599492","","20.63758389261745","20.09966777408638","20.68965517241379","","17.83132530120482","18.54199683042789","19.0625","","","18.37672281776417","20.120572720422","20.44776119402985","","25.63359884141926","24.46958981612447","26.45206438068579","","27.26008344923505","26.83264177040111","25.64625850340136","","26.1758691206544","26.47058823529412","25.78740157480315","","","26.13195342820181","22.71016311166876","23.04832713754647","","17.40634005763689","18.06818181818182","15.99335915882678","","14.86338797814208","14.8309705561614","14.94315105576611","","15.67038559925824","",""
"IMF.STA:CPI(5.0.0)","EGY.CPI.CP10.WGT_PT.M","OBS_VALUE","Egypt, Arab Republic of","Consumer price index (CPI)","Education","Weight, Percent","Monthly","Units","","","4.394956050439496","4.394956050439496","4.394956050439496","","4.394956050439496","4.394956050439496","4.394956050439496","","4.394956050439496","4.394956050439496","4.394956050439496","","4.394956050439496","4.394956050439496","4.394956050439496","","","4.394956050439496","4.394956050439496","4.394956050439496","","4.394956050439496","4.394956050439496","4.394956050439496","","4.394956050439496","4.394956050439496","4.394956050439496","","4.394956050439496","4.394956050439496","4.394956050439496","","","4.394956050439496","4.394956050439496","4.394956050439496","","4.394956050439496","4.394956050439496","4.394956050439496","","4.394956050439496","4.394956050439496","4.394956050439496","","4.394956050439496","4.394956050439496","4.394956050439496","","","4.394956050439496","4.394956050439496","4.394956050439496","","4.394956050439496","4.394956050439496","4.394956050439496","","4.394956050439496","4.394956050439496","4.394956050439496","","4.394956050439496","4.394956050439496","4.394956050439496","","","4.394956050439496","4.394956050439496","4.394956050439496","","4.394956050439496","4.394956050439496","4.394956050439496","","4.394956050439496","4.394956050439496","4.394956050439496","","4.394956050439496","4.394956050439496","4.394956050439496","","","4.394956050439496","4.394956050439496","4.394956050439496","","4.394956050439496","4.394956050439496","4.394956050439496","","4.394956050439496","4.394956050439496","4.394956050439496","","4.394956050439496","4.394956050439496","4.394956050439496","","","4.394956050439496","4.394956050439496","4.394956050439496","","4.394956050439496","4.394956050439496","4.394956050439496","","4.394956050439496","4.394956050439496","4.394956050439496","","4.394956050439496","4.394956050439496","4.394956050439496","","","4.394956050439496","4.394956050439496","4.394956050439496","","4.394956050439496","4.394956050439496","4.394956050439496","","4.394956050439496","4.394956050439496","4.394956050439496","","4.394956050439496","4.394956050439496","4.394956050439496","","","4.394956050439496","4.394956050439496","4.394956050439496","","4.394956050439496","4.394956050439496","4.394956050439496","","4.4004400440044","4.4004400440044","4.394956050439496","","4.394956050439496","",""
"IMF.STA:CPI(5.0.0)","EGY.CPI.CP01.POP_PCH_PA_PT.M","OBS_VALUE","Egypt, Arab Republic of","Consumer price index (CPI)","Food and non-alcoholic beverages","Period average, Period-over-period percent change","Monthly","Units","","","6.796859948893982","4.111132325209344","2.980758791437947","","3.156542469000448","2.026180495589052","0.5500016773971774","","2.452313749483666","1.111258348849154","0.4126188214478148","","0.2184780384986099","-0.4987437448250308","-0.4161663988014115","","","-0.2951107398373937","0.8557597593118068","1.754212825637889","","2.425024885623692","-0.2717263770086544","2.015078463640566","","1.991463629814656","2.948277940950582","4.75996016382344","","3.451529894820531","-1.770220387585561","-6.697727127458767","","","0.8696492814553705","3.477664471737353","1.524972303770399","","0.5085529875134098","1.540849112141495","-2.172630094152735","","0.7777574771614263","0.9663428408881096","-1.752733839570071","","-1.805985762715013","-1.507455857926815","-0.497612854292055","","","1.702805961841838","-0.06698676947112993","0.6627066303786354","","3.639977502065542","-0.4439161278773418","-1.400236771772634","","-0.893840326364735","-1.653403950161465","-0.2494306911982083","","0.1268931901456236","2.735137622226721","-1.240924551594101","","","-1.564599312422717","-0.0430745567663214","2.245715439282459","","2.279484638255699","1.550387596899225","0.1908396946564885","","0.4761904761904762","0","3.507109004739336","","1.007326007326007","-0.4533091568449683","-1.001821493624772","","","2.115915363385465","4.594594594594595","4.04823428079242","","7.615894039735099","0.6153846153846154","-1.758409785932722","","0.4669260700389105","0.6196746707978311","2.309468822170901","","2.859292701279157","4.389173372348208","4.555010511562719","","","10.05361930294906","14.37271619975639","4.845580404685836","","2.183849669883189","4.025844930417495","1.815575728619207","","1.970905678085406","2.439024390243902","3.638814016172507","","1.473775465973125","0.2563007261853909","2.045164039198977","","","1.377870563674322","16.72158154859967","0.7057163020465773","","-0.9460406447091801","-3.04209409267775","2.590295512586647","","0.2844950213371266","1.808510638297872","2.647161267850923","","1.119782829996607","-1.879194630872483","-1.470588235294118","","","1.804928844151336","0.2386634844868735","3.503401360544218","","-1.511666118961551","1.501501501501502","-1.183431952662722","","-2.994011976047904","0.4801097393689986","1.945392491467577","","1.237475273696686","",""
"IMF.STA:CPI(5.0.0)","EGY.CPI.CP02.WGT_PT.M","OBS_VALUE","Egypt, Arab Republic of","Consumer price index (CPI)","Alcoholic beverages, tobacco and narcotics","Weight, Percent","Monthly","Units","","","4.633953660463395","4.633953660463395","4.633953660463395","","4.633953660463395","4.633953660463395","4.633953660463395","","4.633953660463395","4.633953660463395","4.633953660463395","","4.633953660463395","4.633953660463395","4.633953660463395","","","4.633953660463395","4.633953660463395","4.633953660463395","","4.633953660463395","4.633953660463395","4.633953660463395","","4.633953660463395","4.633953660463395","4.633953660463395","","4.633953660463395","4.633953660463395","4.633953660463395","","","4.633953660463395","4.633953660463395","4.633953660463395","","4.633953660463395","4.633953660463395","4.633953660463395","","4.633953660463395","4.633953660463395","4.633953660463395","","4.633953660463395","4.633953660463395","4.633953660463395","","","4.633953660463395","4.633953660463395","4.633953660463395","","4.633953660463395","4.633953660463395","4.633953660463395","","4.633953660463395","4.633953660463395","4.633953660463395","","4.633953660463395","4.633953660463395","4.633953660463395","","","4.633953660463395","4.633953660463395","4.633953660463395","","4.633953660463395","4.633953660463395","4.633953660463395","","4.633953660463395","4.633953660463395","4.633953660463395","","4.633953660463395","4.633953660463395","4.633953660463395","","","4.633953660463395","4.633953660463395","4.633953660463395","","4.633953660463395","4.633953660463395","4.633953660463395","","4.633953660463395","4.633953660463395","4.633953660463395","","4.633953660463395","4.633953660463395","4.633953660463395","","","4.633953660463395","4.633953660463395","4.633953660463395","","4.633953660463395","4.633953660463395","4.633953660463395","","4.633953660463395","4.633953660463395","4.633953660463395","","4.633953660463395","4.633953660463395","4.633953660463395","","","4.633953660463395","4.633953660463395","4.633953660463395","","4.633953660463395","4.633953660463395","4.633953660463395","","4.633953660463395","4.633953660463395","4.633953660463395","","4.633953660463395","4.633953660463395","4.633953660463395","","","4.633953660463395","4.633953660463395","4.633953660463395","","4.633953660463395","4.633953660463395","4.633953660463395","","4.63046304630463","4.63046304630463","4.633953660463395","","4.633953660463395","",""
"IMF.STA:CPI(5.0.0)","EGY.CPI.CP01.YOY_PCH_PA_PT.M","OBS_VALUE","Egypt, Arab Republic of","Consumer price index (CPI)","Food and non-alcoholic beverages","Period average, Year-over-year (YOY) percent change","Monthly","Units","","","37.23811656684907","40.51850728347319","41.83456422121766","","43.5740378723934","41.09748974137198","40.28932271813891","","42.33841706813155","41.60841408690841","41.22359476894227","","39.56264462605146","32.29205157525933","25.16330349009139","","","16.8516875860162","13.19794019560156","11.84970312186838","","11.05653942550172","8.55524432699696","10.13696253520475","","9.641545394226941","11.63354579345613","16.46669460005028","","20.22391453140589","18.68763343324668","11.20104097952346","","","12.50009991053657","15.42471763001736","15.16467903533771","","13.00983580954813","15.06380557137951","10.34044809775595","","9.027388396712375","6.928419747081042","0.2809174285411889","","-4.81546436560549","-4.560845859532849","1.781268256096749","","","2.621954668608786","-0.8933840361092508","-1.735110273630318","","1.326411113978793","-0.654162619975105","0.1302197207996948","","-1.530637392336726","-4.085595702698101","-2.617988189641223","","-0.7010929239011152","3.576234861842092","2.802490340290359","","","-0.5002444856437653","-0.47643594389143","1.088658855047528","","-0.2383425810697158","1.760079185258591","3.402152775626783","","4.831570834197917","6.594000244881916","10.60825897085535","","11.5808562216678","8.117877246214836","8.379638658554381","","","12.43196991189725","17.64843966799498","19.72249752229931","","25.96899224806202","24.80916030534351","22.38095238095238","","22.3696682464455","23.12796208530806","21.7032967032967","","23.93472348141432","29.96357012750455","37.25850965961362","","","47.92792792792793","61.75710594315245","62.99668874172185","","54.76923076923077","60.01529051987768","65.83657587548638","","68.31913245546088","71.36258660508083","73.58916478555305","","71.25091441111924","64.47091800981079","60.52278820375335","","","47.86845310596833","50.90521831735889","44.94667343829355","","40.50695825049702","30.96034400382226","31.9568277803848","","29.77450529222273","28.97574123989218","27.74165583008236","","27.29602733874413","24.58457605453771","20.29227557411273","","","20.79901153212521","3.74029640084686","6.622284512964261","","6.013441811107181","10.98139365195184","6.89900426742532","","3.404255319148936","2.055033089515848","1.357312521208008","","1.475281423668456","",""
"IMF.STA:CPI(5.0.0)","EGY.CPI.CP05.WGT.M","OBS_VALUE","Egypt, Arab Republic of","Consumer price index (CPI)","Furnishings, household equipment and routine household maintenance","Weight","Monthly","Units","","","4.074","4.074","4.074","","4.074","4.074","4.074","","4.074","4.074","4.074","","4.074","4.074","4.074","","","4.074","4.074","4.074","","4.074","4.074","4.074","","4.074","4.074","4.074","","4.074","4.074","4.074","","","4.074","4.074","4.074","","4.074","4.074","4.074","","4.074","4.074","4.074","","4.074","4.074","4.074","","","4.074","4.074","4.074","","4.074","4.074","4.074","","4.074","4.074","4.074","","4.074","4.074","4.074","","","4.074","4.074","4.074","","4.074","4.074","4.074","","4.074","4.074","4.074","","4.074","4.074","4.074","","","4.074","4.074","4.074","","4.074","4.074","4.074","","4.074","4.074","4.074","","4.074","4.074","4.074","","","4.074","4.074","4.074","","4.074","4.074","4.074","","4.074","4.074","4.074","","4.074","4.074","4.074","","","4.074","4.074","4.074","","4.074","4.074","4.074","","4.074","4.074","4.074","","4.074","4.074","4.074","","","4.074","4.074","4.074","","4.074","4.074","4.074","","4.07","4.07","4.074","","4.074","",""
"IMF.STA:CPI(5.0.0)","EGY.CPI.CP10.YOY_PCH_PA_PT.M","OBS_VALUE","Egypt, Arab Republic of","Consumer price index (CPI)","Education","Period average, Year-over-year (YOY) percent change","Monthly","Units","","","12.32270362269677","12.32270362269677","12.32270362269677","","12.32270362269677","12.32270362269677","12.32270362269677","","12.32270362269677","12.32270362269677","12.32270362269677","","19.57840537718092","19.57840482041532","19.57840482041532","","","19.57840482041532","19.57840482041532","19.57840482041532","","19.57842919775505","19.57845357509532","19.57845357509532","","19.57845357509532","19.57845357509532","19.57845357509532","","14.65497235974417","14.6549728935859","14.6549728935859","","","14.6549728935859","14.6549728935859","14.6549728935859","","14.65494951994532","14.65492614631375","14.65492614631375","","14.65492614631375","14.65492614631375","14.50139159200654","","21.834986969288","21.834986969288","21.834986969288","","","21.834986969288","21.834986969288","21.834986969288","","21.834986969288","21.834986969288","21.834986969288","","21.834986969288","21.834986969288","21.99835511847179","","19.97375680619329","19.95088794883412","19.95088794883412","","","19.95088794883412","19.95088794883412","19.97775547525895","","19.97775547525895","19.97775547525895","19.97775547525895","","19.97775547525895","19.97775547525895","19.97775547525895","","12.71898853390937","12.74047861634671","12.74047861634671","","","12.74047861634671","12.74047861634671","12.71523178807947","","12.71523178807947","12.71523178807947","12.71523178807947","","12.71523178807947","12.71523178807947","12.71523178807947","","11.33960047003525","11.33960047003525","11.33960047003525","","","11.33960047003525","11.33960047003525","11.33960047003525","","11.33960047003525","11.33960047003525","11.33960047003525","","11.33960047003525","11.33960047003525","11.33960047003525","","0","0","0","","","0","18.36411609498681","18.36411609498681","","18.36411609498681","18.36411609498681","18.36411609498681","","18.36411609498681","18.36411609498681","18.36411609498681","","18.36411609498681","18.36411609498681","18.36411609498681","","","18.36411609498681","11.14578689255461","11.14578689255461","","11.14578689255461","11.14578689255461","11.14578689255461","","11.14578689255461","11.14578689255461","11.14578689255461","","11.15934686364467","",""
"IMF.STA:CPI(5.0.0)","EGY.CPI.CP11.WGT.M","OBS_VALUE","Egypt, Arab Republic of","Consumer price index (CPI)","Restaurants and hotels","Weight","Monthly","Units","","","4.271","4.271","4.271","","4.271","4.271","4.271","","4.271","4.271","4.271","","4.271","4.271","4.271","","","4.271","4.271","4.271","","4.271","4.271","4.271","","4.271","4.271","4.271","","4.271","4.271","4.271","","","4.271","4.271","4.271","","4.271","4.271","4.271","","4.271","4.271","4.271","","4.271","4.271","4.271","","","4.271","4.271","4.271","","4.271","4.271","4.271","","4.271","4.271","4.271","","4.271","4.271","4.271","","","4.271","4.271","4.271","","4.271","4.271","4.271","","4.271","4.271","4.271","","4.271","4.271","4.271","","","4.271","4.271","4.271","","4.271","4.271","4.271","","4.271","4.271","4.271","","4.271","4.271","4.271","","","4.271","4.271","4.271","","4.271","4.271","4.271","","4.271","4.271","4.271","","4.271","4.271","4.271","","","4.271","4.271","4.271","","4.271","4.271","4.271","","4.271","4.271","4.271","","4.271","4.271","4.271","","","4.271","4.271","4.271","","4.271","4.271","4.271","","4.27","4.27","4.271","","4.271","",""
"IMF.STA:CPI(5.0.0)","EGY.CPI.CP03.POP_PCH_PA_PT.M","OBS_VALUE","Egypt, Arab Republic of","Consumer price index (CPI)","Clothing and footwear","Period average, Period-over-period percent change","Monthly","Units","","","0","0","0","","0","0","12.13697334236682","","0.9130401909859788","0","0","","0","11.62956161932281","0","","","0","-3.653479759625384","0","","4.606499669309969","0.2737488823037839","0.9238060647234022","","1.468441004276041","-0.7830297892885363","0.2779331991616679","","0.8023016259633654","2.624152002899386","0.9921774771304353","","","0.02298068163528932","-1.584470415686161","0.01697101467206573","","2.603596585610024","1.075736172719334","0.6877763207867061","","0.1701302642982052","-0.8967933899194402","-0.05687886282081895","","0.3195265748278272","2.056928718545671","-0.5130398797177403","","","0.1640608694019484","-1.903390102676237","-0.07162225562016077","","0.6601541405863084","0.564637534722634","1.944783879261093","","-0.6497599025922612","-0.4826393693120322","0.2174447607343083","","1.626063465950185","0.9656962372054692","-1.210053291939505","","","-0.1719328847422348","-0.7620290017174943","-0.2930372871576023","","1.419110690633869","1.399253731343284","-0.2759889604415823","","0","-0.09225092250922509","-0.7386888273314866","","0.372093023255814","1.668211306765524","0.1823154056517776","","","0.545950864422202","0","-0.09049773755656109","","3.985507246376812","1.742160278745645","1.113013698630137","","0.9314140558848434","1.006711409395973","1.162790697674419","","2.216748768472906","1.365461847389558","1.426307448494453","","","2.03125","1.607963246554364","0.9796533534287867","","3.059701492537313","2.389572773352643","1.060820367751061","","0.6298110566829951","0.5563282336578581","1.659751037344398","","-0.2040816326530612","1.976823449216087","1.871657754010695","","","1.443569553805774","3.104786545924968","1.254705144291092","","7.496902106567534","1.440922190201729","2.670454545454545","","1.272827891532928","0.2185792349726776","0.7088331515812432","","0.2165674066053059","2.215018908698001","1.321353065539112","","","1.721439749608764","0.3076923076923077","1.533742331288344","","2.56797583081571","2.012763868433972","0.8662175168431184","","0.2862595419847328","0.1902949571836346","0.8072174738841406","","0.8506282356227037","",""
"IMF.STA:CPI(5.0.0)","EGY.CPI.CP10.WGT.M","OBS_VALUE","Egypt, Arab Republic of","Consumer price index (CPI)","Education","Weight","Monthly","Units","","","4.395","4.395","4.395","","4.395","4.395","4.395","","4.395","4.395","4.395","","4.395","4.395","4.395","","","4.395","4.395","4.395","","4.395","4.395","4.395","","4.395","4.395","4.395","","4.395","4.395","4.395","","","4.395","4.395","4.395","","4.395","4.395","4.395","","4.395","4.395","4.395","","4.395","4.395","4.395","","","4.395","4.395","4.395","","4.395","4.395","4.395","","4.395","4.395","4.395","","4.395","4.395","4.395","","","4.395","4.395","4.395","","4.395","4.395","4.395","","4.395","4.395","4.395","","4.395","4.395","4.395","","","4.395","4.395","4.395","","4.395","4.395","4.395","","4.395","4.395","4.395","","4.395","4.395","4.395","","","4.395","4.395","4.395","","4.395","4.395","4.395","","4.395","4.395","4.395","","4.395","4.395","4.395","","","4.395","4.395","4.395","","4.395","4.395","4.395","","4.395","4.395","4.395","","4.395","4.395","4.395","","","4.395","4.395","4.395","","4.395","4.395","4.395","","4.4","4.4","4.395","","4.395","",""
"IMF.STA:CPI(5.0.0)","EGY.CPI.CP06.POP_PCH_PA_PT.M","OBS_VALUE","Egypt, Arab Republic of","Consumer price index (CPI)","Health","Period average, Period-over-period percent change","Monthly","Units","","","0","1.997264875474126","0","","0","0","0","","7.587332500365603","0","0","","0","0","0","","","0","0","0","","-0.04957974272024147","3.441871863074398","0.02684646854454708","","0.403488108614753","0.1158591925045137","0.02339019094716332","","0.2295939450029428","0.1933348722421503","0.06649065792832404","","","0.539070980103992","0.3122817876103988","0.1574413604166611","","0.137348403119704","3.330823981362756","0.1153074918090871","","0.192439207329311","2.024304807722749","3.486446038583766","","0.6616700884588711","0.1487230508974089","0.2013965484456333","","","0.3981085683851395","0.1518865385814058","0.2964009922308055","","0.2026208709877475","0.1587671702971254","0.8371022571100068","","0.4092568742543175","2.413756282460841","0.3342889961308779","","0.06931832903891837","0.06042084294033689","0.03800731579486003","","","0.2430608037942764","0.06295230652576631","0.2111855562980664","","0.0851063829787234","0.08503401360544218","0.2548853016142736","","0.08474576271186441","0.0846740050804403","0.338409475465313","","0.1686340640809444","0.8417508417508418","0.1669449081803005","","","0.3333333333333333","0.1661129568106312","0.4145936981757877","","0.4128819157720892","0.6578947368421053","0.4901960784313725","","0.8130081300813008","0.7258064516129032","1.761409127301841","","1.022816679779701","3.738317757009346","1.201201201201201","","","1.85459940652819","1.893663510560816","1.143674052894925","","0.353356890459364","0.5633802816901408","1.400560224089636","","4.350828729281768","0.4632693580410324","0.5270092226613966","","0.1310615989515072","0.2617801047120419","0.587467362924282","","","0.5191434133679429","12.33053582956746","2.528735632183908","","0.5044843049327354","0.2230897936419409","2.782415136338342","","0.1624255549539794","3.837837837837838","1.87402394586153","","3.219213081246806","0.4455445544554455","4.238541153277477","","","4.822695035460993","0.6765899864682003","0.2240143369175627","","8.225301743406348","5.163155720776539","0.3534956794972506","","0.2348336594911937","0.4295197188598204","0.6220839813374806","","0.1879440596012365","",""
