"Date","Value"
"01/31/2020",11495.08
"02/28/2020",10732.61
"03/31/2020",9667.19
"04/30/2020",11235.64
"05/29/2020",11994.16
"06/30/2020",12643.99
"07/31/2020",13438.96
"08/31/2020",14681.11
"09/30/2020",13903.78
"10/30/2020",13579.52
"11/30/2020",15190.66
"12/31/2020",16034.22
"01/29/2021",16192.28
"02/26/2021",16254.02
"03/31/2021",16206.39
"04/30/2021",16942.87
"05/28/2021",16550.58
"06/30/2021",17298.98
"07/30/2021",17416.44
"08/31/2021",18075.34
"09/30/2021",17068.72
"10/29/2021",18158.04
"11/30/2021",18115.08
"12/31/2021",18184.29
"01/31/2022",16413.03
"02/28/2022",15706.54
"03/31/2022",16028.36
"04/29/2022",13825.54
"05/31/2022",13394.03
"06/30/2022",12061.34
"07/29/2022",13552.41
"08/31/2022",12928.64
"09/30/2022",11546.43
"10/31/2022",11948.36
"11/30/2022",12482.75
"12/31/2022",11427.69
"01/31/2023",12548.12
"02/28/2023",12339.49
"03/31/2023",13121.56
"04/28/2023",13060.5
"05/31/2023",13782.84
"06/30/2023",14644.05
"07/31/2023",15207.79
"08/31/2023",14813.36
"09/29/2023",13917.89
"10/31/2023",13535.55
"11/30/2023",15014
"12/29/2023",15858.36
"01/31/2024",15932.84
"02/29/2024",16803.78
"03/28/2024",16994.19
"04/30/2024",16182.46
"05/31/2024",17267.07
"06/28/2024",18290.19
"07/31/2024",18131.74
"08/30/2024",18234.57
"09/30/2024",18694.12
"10/31/2024",18576.1
"11/29/2024",19739.66
"12/31/2024",19827.76
"01/31/2025",20021.82
"02/28/2025",19140.96
"03/31/2025",17529.46
"04/30/2025",17623.58
"05/30/2025",19267.71
"06/30/2025",20464.01
"07/31/2025",21188.23
"08/29/2025",21460.72
"09/30/2025",22607.96
"10/31/2025",23798.84
"11/28/2025",23360.79
"12/31/2025",23241.99
