Date,USD_Open,USD_Close,Gold_Open_USD,Gold_Close_USD,Gold_High_USD,Gold_Low_USD,Volume,Open_EGP_Ounce,Close_EGP_Ounce,High_EGP_Ounce,Low_EGP_Ounce,Open_EGP,Close_EGP,High_EGP,Low_EGP,Daily_Range,Return,MA_7,MA_21,MA_50,EMA_21,Volatility_21,RSI_14
2015-01-20,7.230000019073486,7.229499816894531,1278.9000244140625,1294.199951171875,1297.300048828125,1273.800048828125,157,9246.447200906754,9356.418310021982,9378.830465460196,9208.937219763175,297.2799588762279,300.8156094980302,301.5361764901119,296.07398587821865,5.462190611893277,0.02812515457945408,287.0158175144901,278.18203182950487,275.125685321798,281.4052679641924,0.011457870973209562,86.13165262100787
2015-01-21,7.277500152587891,7.27810001373291,1295.199951171875,1293.699951171875,1303.5,1286.699951171875,78,9425.817842285149,9415.677632390289,9487.003367900848,9364.730932294158,303.04685460752484,302.72083953221625,305.01401346796496,301.0828663106775,3.9311471572874552,0.006333547774882042,290.4805308857193,279.55750521042336,275.94425556458344,283.34304719764907,0.011428388955148885,85.56895997433372
2015-01-22,7.329100131988525,7.329999923706055,1293.199951171875,1300.699951171875,1302.0999755859375,1283.5,131,9477.991932821344,9534.130542854313,9544.392721702578,9408.054902076721,304.7242893186086,306.5291861962259,306.8591226615197,302.4757632445455,4.383359416974201,0.012580391458660634,294.00297423602996,281.1041590443643,276.71265764274796,285.4508780157015,0.011508169058993243,95.17258928705196
2015-01-23,7.380499839782715,7.382900238037109,1299.800048828125,1292.5999755859375,1299.800048828125,1292.5999755859375,23,9593.174052125541,9543.13666744018,9596.29408989381,9543.13666744018,308.4274776833971,306.8187396093745,308.5277891521472,306.8187396093745,1.709049542772675,0.000944619390870205,297.43231086412976,282.83090558100827,277.6357443167189,287.3934108878536,0.010794001880024964,95.12177147691544
2015-01-26,7.427299976348877,7.436800003051758,1289.5,1279.4000244140625,1290.5999755859375,1279.4000244140625,26,9577.503319501877,9514.642105466919,9597.933902376099,9514.642105466919,307.9236523060709,305.90261885212016,308.5805103083608,305.90261885212016,2.6778914562406158,-0.00298586963241132,300.7337374968912,284.5408983083901,278.4250331166785,289.0760661573323,0.010829706632638854,91.78343948269868
2015-01-27,7.417200088500977,7.418499946594238,1277.199951171875,1291.699951171875,1291.699951171875,1277.199951171875,20,9473.247590865474,9582.476018784335,9582.476018784335,9474.907769558718,304.5717552965253,308.0835281812122,308.0835281812122,304.6251312411374,3.458396940074806,0.007129423531174073,303.3510127057797,286.401691626686,279.2750676089561,290.8040172504123,0.01060146401951118,91.92389883350997
2015-01-28,7.414100170135498,7.41379976272583,1285.9000244140625,1285.9000244140625,1286.800048828125,1285.9000244140625,180387,9533.791589785542,9533.405295890116,9540.07789667754,9533.405295890116,306.51828861014167,306.5058689822726,306.7203979191261,306.5058689822726,0.21452893685352592,-0.005120881366989738,305.3394844073502,287.9557953110615,280.082644475164,292.23145831694507,0.01054688106243518,91.98868272959852
2015-01-29,7.444900035858154,7.445799827575684,1283.300048828125,1254.5999755859375,1285.4000244140625,1251.0,67983,9554.040579537279,9341.50028189423,9570.831280148006,9314.69558429718,307.1693082623267,300.3359841141425,307.7091414197118,299.4741937176581,8.23494770205366,-0.02012974462321615,305.27096649536634,289.32323092300715,280.6561220399086,292.96823338941755,0.011586720024604385,78.55262431250257
2015-01-30,7.56279993057251,7.562399864196777,1258.0,1278.5,1284.300048828125,1257.0,8626,9514.002312660217,9668.52822637558,9712.390514845727,9505.93662929535,305.8820490510784,310.85016883551947,312.26037310417564,305.622731502736,6.637641601439668,0.03500807521412774,306.43229925298107,291.0256003140973,281.55775536360494,294.5938638845177,0.013242340170067441,82.54429316059588
2015-02-02,7.554900169372559,7.553800106048584,1284.0999755859375,1276.199951171875,1284.0999755859375,1266.0,1654,9701.247123045498,9640.159326501307,9699.834531758039,9563.110934257507,311.9021050057228,309.93808820554943,311.85668917511015,307.4609267207069,4.395762454403268,-0.0029341487359868523,306.91928525431297,292.8619051481642,282.2710923901916,295.9887933682478,0.012652292656905633,79.69382200113102
2015-02-03,7.593100070953369,7.5914998054504395,1273.5,1259.699951171875,1284.699951171875,1255.300048828125,2380,9669.812940359116,9563.011934247217,9752.799429383478,9529.610076460638,310.8914733184084,307.4577437988399,313.55954890554045,306.3838499352368,7.1756989703036425,-0.00800270925419333,307.0105715670938,294.54700827343953,282.9469600328263,297.0314252255743,0.01301820151897396,75.25138267100503
2015-02-04,7.60890007019043,7.616399765014648,1262.0,1263.800048828125,1271.5999755859375,1256.800048828125,668,9602.431888580322,9625.606394920032,9685.013755245367,9572.29159656493,308.7251238150151,309.47020093944514,311.38019050092004,307.75609164772226,3.624098853197779,0.006545475536703149,307.5202261509973,296.07029036354805,283.6762219938336,298.1622230177444,0.012621994973790742,76.26274931635457
2015-02-05,7.601799964904785,7.601500034332275,1271.800048828125,1262.0,1272.5999755859375,1257.800048828125,133,9667.969566547545,9593.093043327332,9673.668758107757,9561.16711435013,310.8322075183675,308.4248731919987,311.0154406451929,307.39843150610477,3.617009139088111,-0.003377797746836997,307.5689897239668,297.4681090785963,284.35531940698036,299.0951912154039,0.01276162484170052,70.79820248951363
2015-02-06,7.610799789428711,7.610300064086914,1265.0,1233.9000244140625,1267.5999755859375,1228.0,432,9627.66173362732,9390.349434875185,9646.81617543823,9345.44847869873,309.5362815640465,301.906519680267,310.1521107090273,300.46292149432475,9.689189214702537,-0.021134331496260095,306.9119398236803,298.6318170475179,284.9042240306658,299.3507665303914,0.013800258477228588,59.596426649311326
2015-02-09,7.6153998374938965,7.615300178527832,1237.5,1240.800048828125,1242.300048828125,1235.4000244140625,319,9424.057298898697,9449.064833358163,9460.487783625955,9407.942026473698,302.99025186550375,303.7942621685072,304.16151827369765,302.4721342123458,1.6893840613518591,0.006252738398095481,307.4059795457324,299.8975878518629,285.4905418170631,299.754720679311,0.013758019338365885,53.52768833054983
2015-02-10,7.613800048828125,7.6128997802734375,1237.5,1231.5999755859375,1245.0,1231.199951171875,231,9422.077560424805,9376.047183522955,9478.06022644043,9373.001837749034,302.9266018430339,301.44669196466486,304.72648500781037,301.3487818975046,3.377703110305788,-0.007727500141329835,306.06262570703893,300.9918186152464,286.0352018808168,299.9085362507068,0.014012536625434726,48.506643710460764
2015-02-11,7.587299823760986,7.585599899291992,1233.300048828125,1219.0,1237.4000244140625,1219.0,102,9357.417243118049,9246.846277236938,9386.421500579221,9246.846277236938,300.84772591888526,297.29278946861086,301.78023375437556,297.29278946861086,4.4874442857646955,-0.013779890795885485,304.2561544589048,301.7261379830826,286.5925975787358,299.67074108869804,0.014381991255835221,39.26152490074194
2015-02-12,7.599100112915039,7.599100112915039,1217.9000244140625,1220.0999755859375,1229.800048828125,1217.9000244140625,99,9254.944213044131,9271.661862242734,9345.373689912725,9254.944213044131,297.55314395627926,298.0906284579785,300.4605169808133,297.55314395627926,2.9073730245340244,0.0026836809288031116,302.91799512449603,302.4536258519065,287.03236097105156,299.52709448590537,0.014381102569980632,39.97100285505583
2015-02-13,7.602799892425537,7.60290002822876,1222.199951171875,1226.5,1232.800048828125,1222.199951171875,65,9292.141657292028,9324.956884622574,9372.855526035768,9292.264043265837,298.749068667257,299.8041019378068,301.34407787020007,298.75300346474955,2.591074405450513,0.0057481628613824665,301.53712383854776,303.26369582881205,287.5297082036752,299.55227698153277,0.014382977032044308,43.11862003260139
2015-02-17,7.605999946594238,7.607100009918213,1227.699951171875,1208.0999755859375,1234.0,1203.0,204,9337.88576304703,9190.137336261978,9387.161412239075,9151.34131193161,300.2197747213989,295.4695560390946,301.8040224488908,294.2222358233514,7.581786625539394,-0.014457927262154113,299.6863642452757,303.53545555834074,287.8998964916808,299.1811205322202,0.013949285781634931,36.426479238771044
2015-02-18,7.612800121307373,7.6132001876831055,1207.0999755859375,1199.699951171875,1210.199951171875,1197.800048828125,147,9189.410840570752,9133.555893425131,9213.494495395804,9119.091556545114,295.44619867766494,293.65042176684716,296.2205055828381,293.1853828844057,3.0351226984323603,-0.006156757050146733,298.5069216862157,303.5861153057488,288.23859625740823,298.67832973536804,0.013883470845882442,36.23815379042882
2015-02-19,7.609899997711182,7.609600067138672,1216.5,1207.0999755859375,1220.0,1205.0,65,9257.443347215652,9185.54805526184,9283.71208190918,9169.5680809021,297.63349292573673,295.32200733878307,298.4780517275927,294.80823961618785,3.6698121114048377,0.005692433751255166,297.2965995676837,303.3245152029275,288.69055351972594,298.37320951749666,0.012418283714128451,44.06047142322899
2015-02-20,7.605500221252441,7.605400085449219,1206.5,1204.4000244140625,1213.0999755859375,1199.0999755859375,51,9176.03601694107,9159.944048593752,9226.110657979734,9119.635056783445,295.01618843349047,294.49882002326916,296.62612432619267,293.2028568097946,3.4232675163980844,-0.0027874228640522025,296.30404643319855,302.9329904644062,289.10719189887635,298.0209922907487,0.012315232246936265,24.857651094875834
2015-02-23,7.611700057983398,7.610099792480469,1201.300048828125,1200.300048828125,1203.300048828125,1191.5999755859375,268,9143.935651320498,9134.40315250121,9157.233451878652,9068.194726926275,293.98413848346644,293.6776617583619,294.4116723802354,291.5490130347477,2.862659345487714,-0.0027883244654167694,295.7875996174488,302.3210131102222,289.33184472773274,297.6261440605318,0.011902708594921017,24.927350505510958
2015-02-24,7.611499786376953,7.611499786376953,1203.4000244140625,1196.9000244140625,1203.5,1193.800048828125,151,9159.679028753657,9110.204280142207,9160.439992904663,9086.60881663207,294.4902994439101,292.8996505262175,294.5147649912281,292.1410393245799,2.3737256666482267,-0.0026492012619759864,295.0460313414829,301.65819934435757,289.5533378282324,297.1964628301395,0.011884523010460616,26.308494142541278
2015-02-25,7.601099967956543,7.609300136566162,1204.300048828125,1201.0,1204.5999755859375,1201.0,570,9154.005062557524,9138.76946401596,9166.16275873367,9138.76946401596,294.3078773307674,293.8180418286032,294.69875604782965,293.8180418286032,0.8807142192264337,0.003135515186637239,294.19087989731094,301.0827432956187,289.815512107121,296.88933364818166,0.01193772992536906,23.587510242434632
2015-02-26,7.6057000160217285,7.606200218200684,1204.800048828125,1209.5999755859375,1219.0,1204.800048828125,560,9163.34775067505,9200.4595982373,9271.958065986633,9163.950394284679,294.6082515046554,295.8014242203385,298.10015162237795,294.6276269321677,3.472524690210264,0.0067503764554128765,294.23828963748866,300.4978812022438,290.1258240956223,296.790432791105,0.011923752473622231,29.352043952663095
2015-02-27,7.605100154876709,7.604400157928467,1207.699951171875,1212.5999755859375,1217.800048828125,1204.5,195,9184.67908570182,9221.095445849758,9260.638883633888,9159.499990224838,295.2940693395219,296.4648816322844,297.73623173063766,294.48454322583757,3.251688504800086,0.002242914866602108,294.6403553325511,300.0197389474824,290.52374064747767,296.7608372312122,0.011931586664071472,38.99050280135133
2015-03-02,7.625800132751465,7.629300117492676,1214.300048828125,1207.699951171875,1222.699951171875,1204.9000244140625,124,9260.009473553626,9213.905379371485,9328.344881133875,9192.543897829135,297.7159957417534,296.23371579955585,299.91302847376903,295.54692873242993,4.366099741339099,-0.0007797410319083653,294.7705993983758,299.82439283726393,290.97352159234947,296.7129171010616,0.011143500652743714,33.604522657535455
2015-03-03,7.607500076293945,7.607699871063232,1201.5,1204.0,1212.0,1195.0,51,9140.411341667175,9159.670644760132,9220.532243728638,9091.201345920563,293.87082938149,294.4900298924601,296.4467742771276,292.2886924597091,4.158081817418463,-0.005886183152344571,294.7693436654031,299.0453386018802,291.3904342672434,296.5108364457341,0.0076297158222701665,34.50833575628654
2015-03-04,7.602499961853027,7.604700088500977,1204.800048828125,1200.5999755859375,1206.9000244140625,1198.0,27,9159.492325256346,9130.20274059265,9178.112722473452,9110.43070602417,294.4842967915619,293.54261548033656,295.08295601695795,292.90693028193516,2.1760257350227903,-0.003217135780350544,294.75005133997087,298.2646018054415,291.78456860619156,296.2409981761525,0.007630690378473849,40.257482703299
2015-03-05,7.605199813842773,7.6057000160217285,1201.699951171875,1195.9000244140625,1205.4000244140625,1195.9000244140625,29,9139.168244947214,9095.65683484642,9167.910984998627,9095.65683484642,293.8308629236971,292.431939648156,294.75496278549446,292.431939648156,2.3230231373384527,-0.003783695360086381,294.6832355002478,297.5490873220756,292.15221828548533,295.8947201281528,0.00753508051088039,35.53450854037925
2015-03-06,7.605199813842773,7.605800151824951,1195.0,1164.0999755859375,1195.699951171875,1163.699951171875,168,9088.213777542114,8853.911771050945,9094.254870160134,8850.869265301735,292.19263997756246,284.65966116517257,292.3868654704497,284.5618424068589,7.825023063590834,-0.02657807656829403,293.37489540547205,296.36763304711025,292.4342702619918,294.87335113151823,0.008918463151983023,20.44188275709719
2015-03-09,7.608500003814697,7.6092000007629395,1169.4000244140625,1166.4000244140625,1174.199951171875,1166.300048828125,45,8897.380090215302,8875.371066661377,8934.722269352875,8874.610332432785,286.05719903597026,285.34959302526653,287.25777707823477,285.3251348701202,1.9326422081145438,0.0024237078666851097,291.8817766633189,295.2688101820278,292.7414066909551,294.0075549400408,0.009025739030979195,26.972304379082203
2015-03-10,7.612299919128418,7.614099979400635,1166.4000244140625,1160.0999755859375,1168.4000244140625,1156.5,94,8878.986811518553,8833.117200211564,8896.314601822814,8805.706626176834,285.4658418351167,283.9911006867897,286.0229428142432,283.1098309250352,2.9131118892079826,-0.00476079998598955,290.0998079568196,294.41569499186215,293.04109133475094,293.0969681897452,0.008100227506485655,27.549847235494028
2015-03-11,7.606500148773193,7.605000019073486,1162.0,1150.699951171875,1162.0,1147.699951171875,74,8838.75317287445,8751.07315060997,8837.010022163391,8728.258150552749,284.1723012803849,281.35332520809453,284.1162577254454,280.6198064704213,3.4964512550241125,-0.009288232878833624,287.97403787232514,293.3470789461282,293.1907640067051,292.02936428232243,0.007932576483226084,18.929496151401977
2015-03-12,7.610300064086914,7.611400127410889,1155.4000244140625,1152.0999755859375,1160.5,1149.699951171875,63,8792.940879844362,8769.093900964886,8833.029847860336,8750.826354833902,282.6994029560777,281.9327053535739,283.988292245578,281.34539054556245,2.642901700015557,0.002059261766502507,286.18013436676995,292.4178414884572,293.3970213885109,291.1114861978907,0.00796644449541777,21.742745365379236
2015-03-13,7.605800151824951,7.606400012969971,1158.199951171875,1152.5999755859375,1159.199951171875,1152.5999755859375,44,8809.037364466698,8767.136469246063,8817.33852362854,8767.136469246063,283.2169165678042,281.86977250939805,283.4838048331712,281.86977250939805,1.6140323237731309,-0.0002232193817206518,284.5125853709216,291.6834121094471,293.5324086062463,290.2713304080277,0.007603091243232882,22.510353554615435
2015-03-16,7.604300022125244,7.60890007019043,1159.699951171875,1153.300048828125,1162.300048828125,1150.0999755859375,56,8818.706364354934,8775.344822478946,8843.82492311066,8750.995784961851,283.52778190090936,282.1336769970886,284.33536171526225,281.3508378466041,2.9845238686581297,0.0009362638829311098,283.0414049921977,290.9235572779761,293.74756841238525,289.53154373430596,0.007552853124892522,24.321325795318288
2015-03-17,7.607699871063232,7.6072001457214355,1153.5999755859375,1148.300048828125,1158.199951171875,1144.300048828125,71,8776.242385523685,8735.348298777244,8810.658837329247,8704.919498194358,282.1625342975448,280.84775985909124,283.2690480919912,279.8694519328808,3.399596159110388,-0.004557829294553395,282.4968476627575,290.0208743218468,293.9231120462058,288.74210883655917,0.007315131334601448,19.59671343406407
2015-03-18,7.60260009765625,7.600599765777588,1148.699951171875,1151.4000244140625,1174.300048828125,1147.0,112,8733.106360957026,8751.330755877832,8925.384676075657,8717.887931346893,280.775679938175,281.3616074035987,286.9575667071441,280.2863964295624,6.671170277581723,0.0018296302052231983,281.9271354310907,289.3490672439661,294.0007186533345,288.0711541608355,0.006900102816686587,13.647553471765875
2015-03-19,7.607600212097168,7.605400085449219,1171.5999755859375,1169.0999755859375,1171.5999755859375,1159.300048828125,39,8913.064222760615,8891.473054219969,8910.486554433592,8816.940690418705,286.56145523046007,285.86728356037,286.4785813311554,283.4710142080057,3.00756712314967,0.01601382718256983,282.19516155588786,288.9784416150862,294.13665072102214,287.8708022880659,0.007904196115690517,27.64510190237253
2015-03-20,7.609799861907959,7.610099792480469,1171.0,1184.800048828125,1185.4000244140625,1171.0,54,8911.07563829422,9016.446605717763,9021.0124797998,8911.426856994629,286.4975208029392,289.88527354534904,290.03206969633,286.50881273794363,3.523256958386355,0.014055438366141315,283.41401131835283,288.71954952968457,294.3849831452709,288.053936038728,0.008462351262375446,38.45313796938146
2015-03-23,7.602099895477295,7.602099895477295,1181.5999755859375,1188.0,1188.0,1181.199951171875,5,8982.64105089783,9031.294675827026,9031.294675827026,8979.600025341497,288.79840053041715,290.36264972839155,290.36264972839155,288.700629361374,1.6620203670175329,0.0016467762477345715,284.6182890861839,288.5225890394523,294.6479746342935,288.2638191014247,0.008466915041173032,42.13040680293499
2015-03-24,7.610799789428711,7.610400199890137,1188.0,1191.699951171875,1193.0,1186.0,411,9041.630149841309,9069.313546607504,9079.207438468933,9025.934637069702,290.6949426862349,291.5849838959443,291.9030796684917,290.1903206092466,1.7127590592451156,0.004209681130462606,286.00617642711904,288.4229377126705,294.9103173935402,288.56574317365374,0.0085156647819121,46.3061481777369
2015-03-25,7.611299991607666,7.614799976348877,1192.5,1197.300048828125,1199.199951171875,1192.5,11,9076.475239992142,9117.200383498915,9131.667759821168,9080.648971796036,291.8152375132105,293.12458030443247,293.58971690713804,291.94942600659203,1.640290900546006,0.005280094975801619,287.57630547102536,288.4336486544903,295.13536734474775,288.98018291281545,0.008582094222211796,51.28612454553967
2015-03-26,7.605100154876709,7.60890007019043,1198.199951171875,1205.0999755859375,1213.699951171875,1198.199951171875,68,9112.430634230492,9169.485288822325,9234.9216436618,9116.98369257385,292.9712294188915,294.8055777909986,296.90940388257917,293.11761353461344,3.79179034796573,0.005734754433832423,289.57027946129784,288.4806741765091,295.37521123631427,289.50976426537756,0.008646986812661007,74.34690560066076
2015-03-27,7.604000091552734,7.6031999588012695,1197.0,1199.800048828125,1199.800048828125,1196.300048828125,172260,9101.988109588623,9122.319681819761,9122.319681819761,9095.708481963957,292.63549470601777,293.2891694445886,293.2891694445886,292.43360014030435,0.8555693042842449,-0.005143757312098929,291.2742168957249,288.36104299671143,295.5851419767502,289.8533465543967,0.008585495957338988,68.32551470392838
2015-03-30,7.613800048828125,7.61269998550415,1198.0,1184.800048828125,1198.5,1181.5999755859375,37990,9121.332458496094,9019.527314539184,9123.820932626724,8995.16611701477,293.25742950137743,289.98432056003935,293.3374357428175,289.2010904565329,4.136345286284609,-0.011268226817948146,291.86236503853485,288.05244485041413,295.58957635357115,289.8652532821824,0.008881004836270204,62.69266723671825
2015-03-31,7.601399898529053,7.60099983215332,1185.800048828125,1183.0999755859375,1190.0999755859375,1178.199951171875,3409,9013.740370837855,8992.742715849308,9045.949714674382,8955.497631100472,289.7982661384685,289.1231763579439,290.83381981688177,287.9257199704365,2.908099846445282,-0.0029696233245726233,291.75349401176265,287.7138477341469,295.52030853930444,289.7977917436152,0.008890965752558941,67.79435043252435
2015-04-01,7.600900173187256,7.610099792480469,1182.9000244140625,1208.0999755859375,1208.199951171875,1181.0,1632,8991.105000432057,9193.761373502202,9194.522197687998,8987.527854919434,289.0705226238866,295.58607145505175,295.6105325023871,288.95551481085516,6.6550176915319526,0.022353431428501436,292.4996971155713,287.7660401895084,295.41571777844484,290.32399899010943,0.010176463171001895,74.63095444528295
2015-04-02,7.607399940490723,7.6066999435424805,1204.0,1200.9000244140625,1205.699951171875,1194.800048828125,1684,9159.30952835083,9134.886147910613,9171.397750508273,9088.485463965451,294.4784197389628,293.69319040978064,294.8670648161227,292.20137489238994,2.6656899237327707,-0.006403823549442689,292.8008694746908,287.7732104242438,295.2351647959961,290.6302891191704,0.010253842602725875,70.00861551255817
2015-04-06,7.525000095367432,7.520400047302246,1209.9000244140625,1218.5999755859375,1224.199951171875,1209.9000244140625,343,9104.497799100878,9164.359314039,9206.473370700376,9098.932200834504,292.716183037307,294.6407739977495,295.9947713505032,292.5372450314114,3.457526319091812,0.003226440445032841,293.01746857373604,287.8783930123197,294.9973965520266,290.9948786535867,0.01023604904511278,70.68690940817001
2015-04-07,7.566500186920166,7.566400051116943,1214.800048828125,1210.5999755859375,1214.800048828125,1208.199951171875,406,9191.784796528635,9159.883717155608,9191.66315154999,9141.724172306363,295.52252307710177,294.49688032393806,295.5186121031392,293.9130378351749,1.6055742679643004,-0.00048836986089551,292.9733689355845,288.34683201987997,294.7509593663179,291.3132424418004,0.008172077404057442,73.46219723725275
2015-04-08,7.609499931335449,7.608799934387207,1208.9000244140625,1203.0999755859375,1211.4000244140625,1197.5999755859375,236,9199.124652770231,9154.147015299532,9217.30042627838,9112.298615660402,295.7585047589574,294.31244121399624,296.3428690108309,292.9669849264681,3.375884084362781,-0.0006262854456690059,293.11955061692845,288.77363431458133,294.51915581355547,291.58589687563637,0.008184745994884206,72.51687328419362
2015-04-09,7.608099937438965,7.608799934387207,1201.699951171875,1193.5999755859375,1202.5,1193.0,521,9142.65332333115,9081.863415922853,9149.581921100616,9077.298321723938,293.9429107120147,291.98847126281134,294.1656701368211,291.8417001856363,2.3239699511848357,-0.00789626813463562,293.40585786018164,289.15446148486814,294.1972546751874,291.62249454719773,0.008332046260720368,61.51622745437233
2015-04-10,7.600399971008301,7.600800037384033,1195.800048828125,1204.5999755859375,1209.5999755859375,1195.800048828125,202,9088.558656445006,9155.9235394664,9193.92753965332,9089.037055836641,292.2037280834956,294.36955774965514,295.59141381687976,292.2191089696221,3.3723048472576806,0.008154727741632728,294.15534091614035,289.7742820820853,293.95452845053507,291.87222756560294,0.008083587988241709,58.99034135005092
2015-04-13,7.6031999588012695,7.601099967956543,1208.0999755859375,1199.300048828125,1208.0999755859375,1198.300048828125,424,9185.425684602815,9115.999562717741,9182.88868571457,9108.398462749785,295.3180730336719,293.0859730486196,295.2365066862112,292.8415921921901,2.3949144940211227,-0.004360453271214704,293.79818400093575,290.3053900675636,293.8095282292246,291.98256806405897,0.008209067302129251,55.288897210542736
2015-04-14,7.607800006866455,7.607800006866455,1198.800048828125,1192.800048828125,1200.5999755859375,1184.0999755859375,546,9120.231019706116,9074.584219664917,9133.924502506561,9008.395802393265,293.2220174483938,291.75443984326256,293.66227281516746,289.6264344010566,4.035838414110856,-0.00454314886347762,293.5212196342904,290.7760885120334,293.42761364937945,291.96182913489565,0.00831784203152259,50.32770615077171
2015-04-15,7.60699987411499,7.606900215148926,1194.5999755859375,1201.5,1203.0999755859375,1188.5999755859375,196,9087.321863899997,9139.690608501434,9151.861463130335,9041.561410010676,292.16396430948276,293.8476572894187,294.2389590602452,290.6927326510096,3.546226409235601,0.007174586433991159,293.407917247386,291.3338970973825,293.10580503105683,292.1332680580341,0.008401105721813542,51.36902407238766
2015-04-16,7.607500076293945,7.607100009918213,1204.300048828125,1198.0,1208.5,1194.5999755859375,199,9161.712713340763,9113.305811882019,9193.18036198616,9087.441486128082,294.55568387290054,292.9993670127805,295.56739151497936,292.1678102505532,3.3995812644261605,-0.0028868369564800656,293.19398677436345,291.91254505708196,292.81663749533567,292.21200432664745,0.008343880038989322,46.46890327549952
2015-04-17,7.6092000007629395,7.6118998527526855,1200.199951171875,1202.9000244140625,1206.0,1200.199951171875,21,9132.561469372711,9156.354518713604,9179.951222419739,9135.801831598976,293.6184503150035,294.383414043873,295.14206511870816,293.7226303020231,1.4194348166850546,0.004723720208692939,293.2041257500601,292.5326310875712,292.5149017574242,292.4094052100316,0.00836389954825614,52.15034933837932
